Dist Code,Year,State Code,State Name,Dist Name,RICE YIELD (Kg per ha),WHEAT YIELD (Kg per ha),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM YIELD (Kg per ha),SORGHUM YIELD (Kg per ha),PEARL MILLET YIELD (Kg per ha),MAIZE YIELD (Kg per ha),FINGER MILLET YIELD (Kg per ha),BARLEY YIELD (Kg per ha),CHICKPEA YIELD (Kg per ha),PIGEONPEA YIELD (Kg per ha),MINOR PULSES YIELD (Kg per ha),GROUNDNUT YIELD (Kg per ha),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER YIELD (Kg per ha),CASTOR YIELD (Kg per ha),LINSEED YIELD (Kg per ha),SUNFLOWER YIELD (Kg per ha),SOYABEAN YIELD (Kg per ha),OILSEEDS YIELD (Kg per ha),SUGARCANE YIELD (Kg per ha),COTTON YIELD (Kg per ha),ANNUAL RAINFALL (Millimeters),APRIL RAINFALL (Millimeters),AUGUST RAINFALL (Millimeters),DECEMBER RAINFALL (Millimeters),FEBRUARY RAINFALL (Millimeters),JANUARY RAINFALL (Millimeters),JULY RAINFALL (Millimeters),JUNE RAINFALL (Millimeters),MARCH RAINFALL (Millimeters),MAY RAINFALL (Millimeters),NOVEMBER RAINFALL (Millimeters),OCTOBER RAINFALL (Millimeters),SEPTEMBER RAINFALL (Millimeters),NITROGEN CONSUMPTION (tons),NITROGEN PER HA OF GCA (Kg per ha),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN SHARE IN NPK (Percent),PHOSPHATE CONSUMPTION (tons),PHOSPHATE PER HA OF GCA (Kg per ha),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE SHARE IN NPK (Percent),POTASH CONSUMPTION (tons),POTASH PER HA OF GCA (Kg per ha),POTASH PER HA OF NCA (Kg per ha),POTASH SHARE IN NPK (Percent),TOTAL CONSUMPTION (tons),TOTAL PER HA OF GCA (Kg per ha),TOTAL PER HA OF NCA (Kg per ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),RICE IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),APRIL MAXIMUM (Centigrate),AUGUST MAXIMUM (Centigrate),DECEMBER MAXIMUM (Centigrate),FEBRUARY MAXIMUM (Centigrate),JANUARY MAXIMUM (Centigrate),JULY MAXIMUM (Centigrate),JUNE MAXIMUM (Centigrate),MARCH MAXIMUM (Centigrate),MAY MAXIMUM (Centigrate),NOVEMBER MAXIMUM (Centigrate),OCTOBER MAXIMUM (Centigrate),SEPTEMBER MAXIMUM (Centigrate),APRIL PERCIPITATION (Millimeters),AUGUST PERCIPITATION (Millimeters),DECEMBER PERCIPITATION (Millimeters),FEBRUARY PERCIPITATION (Millimeters),JANUARY PERCIPITATION (Millimeters),JULY PERCIPITATION (Millimeters),JUNE PERCIPITATION (Millimeters),MARCH PERCIPITATION (Millimeters),MAY PERCIPITATION (Millimeters),NOVEMBER PERCIPITATION (Millimeters),OCTOBER PERCIPITATION (Millimeters),SEPTEMBER PERCIPITATION (Millimeters)
96,2000,7,Maharashtra,Thane,1237.0,1000.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,526.0,345.0,456.0,1250.0,214.0,500.0,0.0,0.0,0.0,0.0,0.0,318.0,0.0,0.0,2448.3,0.0,648.8,2.3,0.0,0.0,1211.5,308.5,0.0,118.0,0.0,61.1,98.1,13443.0,51.58,54.96,79.5,2075.0,7.96,8.48,12.3,1391.0,5.34,5.69,8.2,16909.0,64.88,69.13,0.0,2.2,0.0,0.0,0.0,12.5,0.2,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,2.4,0.0,0.0,0.0,0.0,36.36,29.67,30.21,30.01,30.61,28.98,32.45,34.13,35.48,33.56,32.64,30.39,0.06,786.79,4.51,0.01,0.0,575.03,1178.64,0.0,19.92,2.66,50.89,187.87
96,2001,7,Maharashtra,Thane,2448.0,0.0,0.0,0.0,0.0,0.0,2000.0,823.0,0.0,500.0,444.0,589.0,1250.0,333.0,500.0,0.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,2356.1,0.0,647.1,0.0,0.0,2.3,772.8,664.8,0.0,0.4,1.0,67.2,200.5,13942.0,53.5,57.0,79.3,2153.0,8.26,8.8,12.3,1477.0,5.67,6.04,8.4,17572.0,67.43,71.84,0.0,0.8,0.0,0.0,0.0,13.6,0.2,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,2.4,0.0,0.0,0.0,0.0,36.53,29.39,31.0,30.87,29.68,29.19,32.29,33.08,36.25,31.68,31.71,30.26,8.64,590.32,0.0,0.0,0.15,774.25,367.21,0.04,9.79,5.68,141.85,169.74
96,2002,7,Maharashtra,Thane,1138.0,1000.0,0.0,0.0,0.0,0.0,1000.0,406.0,0.0,657.0,519.0,555.0,2250.0,333.0,500.0,0.0,0.0,0.0,0.0,0.0,543.0,0.0,0.0,2293.7,0.0,845.6,0.5,1.1,0.0,260.0,1012.1,0.2,0.2,0.1,4.1,169.8,13774.0,52.88,56.31,77.6,2190.0,8.41,8.95,12.3,1782.0,6.84,7.29,10.0,17746.0,68.12,72.55,0.0,0.8,0.0,0.0,0.0,14.5,0.2,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.0,2.4,0.0,0.0,0.0,0.1,37.05,29.16,31.03,31.65,28.59,30.25,32.48,34.16,36.71,31.91,32.44,29.71,2.49,928.92,0.0,0.11,0.0,184.07,467.18,0.8,7.02,0.17,13.0,152.68
96,2003,7,Maharashtra,Thane,2821.0,1000.0,0.0,0.0,0.0,0.0,2000.0,775.0,0.0,676.0,481.0,583.0,1250.0,333.0,367.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,2583.9,0.2,625.8,0.0,0.1,0.6,906.0,716.5,0.0,0.0,1.2,21.3,312.2,14213.0,56.72,58.11,75.2,2684.0,10.71,10.97,14.2,2010.0,8.02,8.22,10.6,18907.0,75.45,77.3,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.52,29.76,30.67,31.44,30.48,30.43,32.83,33.7,36.83,32.45,32.2,29.53,0.42,631.05,0.06,2.62,0.0,878.18,481.88,0.07,0.65,0.51,42.76,244.41
96,2004,7,Maharashtra,Thane,2379.0,1000.0,0.0,0.0,0.0,0.0,1000.0,1006.0,0.0,658.0,556.0,653.0,1250.0,333.0,500.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,0.0,2929.8,0.0,1452.6,0.0,0.0,0.0,814.0,425.7,0.0,8.0,0.0,34.8,194.7,14990.0,59.82,61.28,77.6,2270.0,9.06,9.28,11.7,2064.0,8.24,8.44,10.7,19324.0,77.11,79.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.2,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.4,0.0,0.0,0.0,0.0,36.52,28.81,30.47,31.17,29.42,30.15,32.44,35.3,36.36,31.93,31.22,30.0,0.03,1665.31,0.0,0.0,0.39,389.54,1231.67,0.03,26.93,7.4,64.92,242.25
96,2005,7,Maharashtra,Thane,2227.0,1000.0,0.0,0.0,0.0,0.0,2000.0,911.0,0.0,659.0,594.0,610.0,1200.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,3563.1,0.0,726.3,0.0,0.0,0.0,1237.0,706.5,0.0,0.0,0.0,17.1,876.2,16542.0,67.63,79.68,77.1,2555.0,10.45,12.31,11.9,2351.0,9.61,11.32,11.0,21448.0,87.69,103.31,0.0,0.0,0.0,0.0,-1.0,-1.0,0.2,0.0,0.0,0.1,-1.0,0.0,0.0,-1.0,0.0,2.5,0.0,0.0,0.0,0.0,36.35,29.17,30.06,30.33,28.99,30.0,33.29,33.91,36.72,30.83,31.56,29.41,8.3,954.1,0.0,0.01,1.08,1480.12,625.13,2.68,8.34,0.01,64.48,803.45
96,2006,7,Maharashtra,Thane,1836.0,1000.0,0.0,0.0,0.0,0.0,2000.0,804.0,0.0,732.0,621.0,676.0,1200.0,300.0,450.0,0.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,3139.3,0.0,1073.1,0.0,0.0,0.0,1153.7,489.7,0.3,32.8,0.0,105.7,284.0,18965.0,75.83,77.53,77.3,2951.0,11.8,12.06,12.0,2618.0,10.47,10.7,10.7,24534.0,98.1,100.3,0.0,0.0,0.0,0.0,-1.0,-1.0,0.2,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.6,0.0,0.0,0.0,0.0,35.9,28.62,31.18,32.4,29.68,29.44,32.33,33.59,36.8,32.13,31.98,29.95,0.0,1512.31,0.0,0.0,0.0,1894.37,382.68,10.29,30.51,15.03,215.67,358.9
96,2007,7,Maharashtra,Thane,2200.0,1000.0,0.0,0.0,0.0,0.0,3000.0,728.0,0.0,805.0,759.0,529.0,1275.0,330.0,350.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,2594.7,0.0,957.4,0.0,0.0,0.0,723.7,512.5,0.0,0.0,0.1,0.0,401.0,20551.0,82.17,84.02,78.8,2658.0,10.63,10.87,10.2,2857.0,11.42,11.68,11.0,26066.0,104.22,106.57,0.0,0.0,0.0,0.0,-1.0,-1.0,0.2,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.6,0.0,0.0,0.0,0.0,36.88,29.6,31.32,31.2,30.37,30.12,32.88,34.22,36.55,32.02,32.15,30.24,2.97,1111.93,0.0,0.35,0.0,1357.18,608.6,0.0,3.77,4.88,2.55,512.04
96,2008,7,Maharashtra,Thane,2158.0,1000.0,0.0,0.0,0.0,0.0,3000.0,819.0,0.0,698.0,563.0,563.0,1600.0,273.0,400.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,0.0,2781.4,0.0,846.5,0.1,0.0,0.0,925.1,528.0,0.0,0.0,0.1,37.7,443.9,18098.0,72.36,73.99,82.2,2059.0,8.23,8.42,9.3,1866.0,7.46,7.63,8.5,22023.0,88.06,90.04,0.0,0.0,0.0,0.0,-1.0,-1.0,0.2,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.6,0.0,0.0,0.0,0.0,36.51,29.27,31.94,29.78,29.04,29.59,32.02,34.34,36.27,32.7,31.94,29.61,1.4,801.37,6.25,0.13,0.0,1006.48,409.17,0.53,0.68,2.28,25.75,622.19
96,2009,7,Maharashtra,Thane,2098.0,800.0,0.0,0.0,0.0,0.0,3000.0,617.0,0.0,664.0,840.0,608.0,1750.0,356.0,591.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,1990.2,0.0,176.2,0.0,0.0,0.0,1290.5,131.1,0.0,0.0,0.0,189.2,203.2,17863.0,71.42,73.03,77.7,3346.0,13.38,13.68,14.6,1783.0,7.13,7.29,7.8,22992.0,91.93,94.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.82,30.09,31.07,31.92,30.74,29.72,33.55,34.87,36.91,32.05,31.61,30.57,0.04,775.86,0.49,0.0,0.0,1383.72,294.77,1.98,6.57,116.28,177.16,424.51
96,2010,7,Maharashtra,Thane,2029.0,1500.0,0.0,0.0,0.0,0.0,2900.0,506.0,0.0,865.0,461.0,573.0,1320.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,,,,,,,,,,,,,,15261.0,50.79,62.39,76.4,2769.0,9.21,11.32,13.9,1935.0,6.44,7.91,9.7,19965.0,66.44,81.62,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.51,29.84,29.72,31.64,30.05,29.96,33.0,34.79,37.94,33.23,32.46,30.25,0.1,1486.04,0.06,0.06,1.08,959.73,861.68,0.44,1.75,52.24,225.6,750.54
96,2011,7,Maharashtra,Thane,2450.0,1000.0,0.0,0.0,0.0,0.0,2800.0,648.0,0.0,869.0,632.0,723.0,1400.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,,,,,,,,,,,,,,15244.0,47.06,62.32,78.7,2468.0,7.62,10.09,12.7,1661.0,5.13,6.79,8.6,19373.0,59.81,79.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.17,29.6,31.82,30.75,28.89,29.73,31.96,34.09,36.31,32.66,31.92,29.58,7.18,1165.76,0.02,0.04,0.0,991.36,1687.1,0.03,2.33,0.16,136.13,493.12
96,2012,7,Maharashtra,Thane,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,0.0,680.0,148.0,509.0,2000.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,0.0,0.0,2192.9,0.0,544.4,0.0,0.0,0.0,725.7,241.0,0.0,0.0,0.0,104.5,577.3,16722.0,66.86,68.36,80.2,2218.0,8.87,9.07,10.6,1911.0,7.64,7.81,9.2,20851.0,83.37,85.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.11,30.05,31.57,30.76,28.5,30.63,33.21,33.41,36.08,31.52,32.01,29.84,2.16,1001.17,0.0,0.0,0.02,554.65,122.49,0.0,1.81,0.46,162.95,374.99
96,2013,7,Maharashtra,Thane,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,0.0,1182.0,536.0,429.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,0.0,0.0,3026.5,0.0,483.6,0.0,0.0,0.0,1157.7,911.2,0.0,12.5,0.1,103.8,357.6,17433.0,69.7,71.27,77.3,2994.0,11.97,12.24,13.3,2112.0,8.44,8.63,9.4,22539.0,90.12,92.15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36.14,29.07,30.25,31.44,29.59,28.86,31.73,33.85,37.04,31.99,32.13,29.83,1.7,439.93,1.27,0.11,0.13,1362.58,729.36,1.8,1.03,6.22,110.69,491.93
