"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"113","1997","7","Maharashtra","Buldhana","37080.0","64.4","56.22","44.83","17434.0","30.3","26.43","21.08","3021.0","5.3","4.58","3.65","57535.0","87.23","69.56"
"113","1998","7","Maharashtra","Buldhana","36131.0","62.5","55.19","43.06","17926.0","31.0","27.38","21.36","3731.0","6.5","5.7","4.45","57788.0","88.27","68.87"
"113","1999","7","Maharashtra","Buldhana","40374.0","59.7","64.24","49.73","21799.0","32.2","34.68","26.85","5476.0","8.1","8.71","6.74","67649.0","107.64","83.32"
"113","2000","7","Maharashtra","Buldhana","34075.0","59.2","49.35","40.73","19219.0","33.4","27.83","22.97","4262.0","7.4","6.17","5.09","57556.0","83.35","68.8"
"113","2001","7","Maharashtra","Buldhana","40120.0","63.5","58.64","47.1","19169.0","30.3","28.02","22.5","3903.0","6.2","5.7","4.58","63192.0","92.36","74.19"
"113","2002","7","Maharashtra","Buldhana","42765.0","58.3","62.38","50.3","24986.0","34.0","36.44","29.39","5649.0","7.7","8.24","6.64","73400.0","107.06","86.33"
"113","2003","7","Maharashtra","Buldhana","34795.0","62.2","50.86","41.07","18427.0","33.0","26.93","21.75","2680.0","4.8","3.92","3.16","55902.0","81.7","65.98"
"113","2004","7","Maharashtra","Buldhana","33340.0","52.5","49.88","39.79","24583.0","38.7","36.78","29.34","5544.0","8.7","8.29","6.62","63467.0","94.95","75.75"
"113","2005","7","Maharashtra","Buldhana","37121.0","55.6","56.06","55.61","23475.0","35.2","35.45","35.17","6139.0","9.2","9.27","9.2","66735.0","100.78","99.98"
"113","2006","7","Maharashtra","Buldhana","42668.0","54.6","63.93","50.93","28475.0","36.4","42.67","33.99","7066.0","9.0","10.59","8.43","78209.0","117.18","93.35"
"113","2007","7","Maharashtra","Buldhana","45458.0","55.7","67.93","53.74","26210.0","32.1","39.17","30.98","9992.0","12.2","14.93","11.81","81660.0","122.03","96.54"
"113","2008","7","Maharashtra","Buldhana","56029.0","53.2","83.73","69.6","33015.0","31.3","49.34","41.01","16360.0","15.5","24.45","20.32","105404.0","157.51","130.94"
"113","2009","7","Maharashtra","Buldhana","59488.0","50.0","88.89","66.24","46086.0","38.7","68.87","51.31","13362.0","11.2","19.97","14.88","118936.0","177.73","132.43"
"113","2010","7","Maharashtra","Buldhana","70121.0","46.6","104.78","74.28","55252.0","36.7","82.56","58.53","25213.0","16.7","37.68","26.71","150586.0","225.02","159.52"
"113","2011","7","Maharashtra","Buldhana","63220.0","53.9","94.44","83.92","43444.0","37.0","64.9","57.67","10661.0","9.1","15.93","14.15","117325.0","175.27","155.75"
"113","2012","7","Maharashtra","Buldhana","56341.0","52.9","84.17","59.83","37804.0","35.5","56.47","40.14","12321.0","11.6","18.41","13.08","106466.0","159.05","113.06"
"113","2013","7","Maharashtra","Buldhana","65703.0","56.1","98.17","69.26","38902.0","33.2","58.12","41.01","12516.0","10.7","18.7","13.19","117121.0","174.99","123.45"
"113","2014","7","Maharashtra","Buldhana","61874.0","49.9","92.76","64.59","44043.0","35.5","66.03","45.97","18082.0","14.6","27.11","18.87","123999.0","185.91","129.44"
"113","2015","7","Maharashtra","Buldhana","52101.0","51.5","79.04","56.54","38634.0","38.2","58.61","41.93","10525.0","10.4","15.97","11.42","101260.0","153.61","109.89"
"113","2016","7","Maharashtra","Buldhana","54181.0","52.1","82.58","57.23","37263.0","35.8","56.79","39.36","12596.0","12.1","19.2","13.31","104040.0","158.57","109.9"
"113","2017","7","Maharashtra","Buldhana","46834.0","47.6","71.81","51.61","37943.0","38.5","58.18","41.81","13656.0","13.9","20.94","15.05","98433.0","150.92","108.47"
"114","1990","7","Maharashtra","Akola","26978.0","63.6","31.17","26.46","11482.0","27.1","13.27","11.26","3940.0","9.3","4.55","3.86","42400.0","48.99","41.58"
"114","1991","7","Maharashtra","Akola","21912.0","55.4","27.17","22.38","13123.0","33.2","16.27","13.41","4491.0","11.4","5.57","4.59","39526.0","49.02","40.38"
"114","1992","7","Maharashtra","Akola","28976.0","62.3","35.0","28.79","14126.0","30.4","17.06","14.04","3392.0","7.3","4.1","3.37","46494.0","56.16","46.2"
"114","1993","7","Maharashtra","Akola","25747.0","68.7","31.13","25.18","9240.0","24.6","11.17","9.04","2512.0","6.7","3.04","2.46","37499.0","45.34","36.68"
"114","1994","7","Maharashtra","Akola","32662.0","64.7","39.6","31.26","15410.0","30.5","18.68","14.75","2415.0","4.8","2.93","2.31","50487.0","61.21","48.32"
"114","1995","7","Maharashtra","Akola","44281.0","63.2","53.78","42.68","20966.0","29.9","25.46","20.21","4795.0","6.8","5.82","4.62","70042.0","85.06","67.5"
"114","1996","7","Maharashtra","Akola","44846.0","69.5","54.46","42.74","15988.0","24.8","19.42","15.24","3716.0","5.8","4.51","3.54","64550.0","78.39","61.52"
"114","1997","7","Maharashtra","Akola","48646.0","61.9","58.52","46.25","25937.0","33.0","31.2","24.66","4050.0","5.2","4.87","3.85","78633.0","94.59","74.76"
"114","1998","7","Maharashtra","Akola","42948.0","62.9","99.39","83.75","21448.0","31.4","49.64","41.83","3884.0","5.7","8.99","7.57","68280.0","158.02","133.15"
"114","1999","7","Maharashtra","Akola","47728.0","60.5","104.1","88.47","25852.0","32.8","56.38","47.92","5281.0","6.7","11.52","9.79","78861.0","172.0","146.17"
"114","2000","7","Maharashtra","Akola","20772.0","55.3","47.33","38.2","14037.0","37.4","31.98","25.81","2764.0","7.4","6.3","5.08","37573.0","85.61","69.09"
"114","2001","7","Maharashtra","Akola","25141.0","57.0","57.5","45.92","16007.0","36.3","36.61","29.24","2945.0","6.7","6.74","5.38","44093.0","100.85","80.54"
"114","2002","7","Maharashtra","Akola","20279.0","55.6","46.37","36.7","12529.0","34.4","28.65","22.67","3657.0","10.0","8.36","6.62","36465.0","83.39","65.99"
"114","2003","7","Maharashtra","Akola","20472.0","62.7","46.94","38.67","10246.0","31.4","23.49","19.35","1954.0","6.0","4.48","3.69","32672.0","74.92","61.72"
"114","2004","7","Maharashtra","Akola","18023.0","50.1","41.44","34.26","13323.0","37.0","30.63","25.33","4643.0","12.9","10.68","8.83","35989.0","82.75","68.42"
"114","2005","7","Maharashtra","Akola","18096.0","54.4","41.6","37.37","11232.0","33.7","25.82","23.2","3966.0","11.9","9.12","8.19","33294.0","76.54","68.76"
"114","2006","7","Maharashtra","Akola","20639.0","55.1","47.48","39.06","12317.0","32.9","28.33","23.31","4491.0","12.0","10.33","8.5","37447.0","86.14","70.87"
"114","2007","7","Maharashtra","Akola","27694.0","57.0","63.75","52.25","14501.0","29.8","33.38","27.36","6399.0","13.2","14.73","12.07","48594.0","111.86","91.69"
"114","2008","7","Maharashtra","Akola","23939.0","44.5","55.17","45.62","21937.0","40.8","50.56","41.81","7903.0","14.7","18.21","15.06","53779.0","123.94","102.49"
"114","2009","7","Maharashtra","Akola","28278.0","46.9","65.2","47.73","25100.0","41.6","57.87","42.36","6966.0","11.5","16.06","11.76","60344.0","139.14","101.85"
"114","2010","7","Maharashtra","Akola","31344.0","47.8","72.19","52.53","25754.0","39.3","59.31","43.16","8417.0","12.8","19.39","14.11","65515.0","150.89","109.8"
"114","2011","7","Maharashtra","Akola","28650.0","49.2","66.12","56.95","22290.0","38.3","51.44","44.31","7271.0","12.5","16.78","14.45","58211.0","134.34","115.7"
"114","2012","7","Maharashtra","Akola","24107.0","51.6","55.64","37.63","16790.0","35.9","38.75","26.21","5858.0","12.5","13.52","9.14","46755.0","107.9","72.97"
"114","2013","7","Maharashtra","Akola","26022.0","50.9","60.1","38.42","20986.0","41.0","48.47","30.98","4143.0","8.1","9.57","6.12","51151.0","118.13","75.52"
"114","2014","7","Maharashtra","Akola","20629.0","49.8","47.71","30.34","13785.0","33.3","31.88","20.27","7033.0","17.0","16.27","10.34","41447.0","95.85","60.95"
"114","2015","7","Maharashtra","Akola","26237.0","45.1","60.87","38.81","23499.0","40.4","54.52","34.76","8390.0","14.4","19.47","12.41","58126.0","134.86","85.97"
"114","2016","7","Maharashtra","Akola","22496.0","52.4","52.32","32.66","14532.0","33.8","33.8","21.1","5938.0","13.8","13.81","8.62","42966.0","99.92","62.38"
"114","2017","7","Maharashtra","Akola","23248.0","45.3","54.12","33.33","19595.0","38.2","45.61","28.09","8465.0","16.5","19.7","12.14","51308.0","119.43","73.56"
"115","1990","7","Maharashtra","Amarawati","26205.0","54.4","34.67","28.8","15627.0","32.5","20.67","17.17","6316.0","13.1","8.36","6.94","48148.0","63.7","52.92"
"115","1991","7","Maharashtra","Amarawati","20543.0","53.0","28.5","23.85","13216.0","34.1","18.34","15.34","5027.0","13.0","6.97","5.84","38786.0","53.81","45.02"
"115","1992","7","Maharashtra","Amarawati","24665.0","63.5","33.59","27.64","12070.0","31.1","16.44","13.52","2109.0","5.4","2.87","2.36","38844.0","52.9","43.52"
"115","1993","7","Maharashtra","Amarawati","24555.0","69.2","32.69","26.2","7884.0","22.2","10.5","8.41","3060.0","8.6","4.07","3.27","35499.0","47.26","37.88"
"115","1994","7","Maharashtra","Amarawati","29532.0","59.4","39.34","30.11","14460.0","29.1","19.26","14.74","5738.0","11.5","7.64","5.85","49730.0","66.25","50.71"
"115","1995","7","Maharashtra","Amarawati","33480.0","61.2","44.62","33.7","15308.0","28.0","20.4","15.41","5924.0","10.8","7.9","5.96","54712.0","72.92","55.07"
"115","1996","7","Maharashtra","Amarawati","36816.0","63.0","49.05","36.42","15110.0","25.8","20.13","14.95","6549.0","11.2","8.73","6.48","58475.0","77.9","57.84"
"115","1997","7","Maharashtra","Amarawati","30809.0","62.9","41.16","34.2","14633.0","29.9","19.55","16.24","3504.0","7.2","4.68","3.89","48946.0","65.39","54.33"
"115","1998","7","Maharashtra","Amarawati","28676.0","64.4","38.52","30.26","11560.0","26.0","15.53","12.2","4258.0","9.6","5.72","4.49","44494.0","59.76","46.95"
"115","1999","7","Maharashtra","Amarawati","32051.0","61.1","42.03","33.16","14131.0","26.9","18.53","14.62","6303.0","12.0","8.27","6.52","52485.0","68.83","54.3"
"115","2000","7","Maharashtra","Amarawati","24902.0","56.5","33.15","24.2","14729.0","33.4","19.6","14.32","4414.0","10.0","5.88","4.29","44045.0","58.63","42.81"
"115","2001","7","Maharashtra","Amarawati","22929.0","58.7","30.54","22.24","13199.0","33.8","17.58","12.8","2940.0","7.5","3.92","2.85","39068.0","52.04","37.89"
"115","2002","7","Maharashtra","Amarawati","21856.0","54.5","29.15","20.83","13718.0","34.2","18.29","13.08","4510.0","11.3","6.01","4.3","40084.0","53.45","38.21"
"115","2003","7","Maharashtra","Amarawati","22180.0","52.3","29.59","21.04","17625.0","41.6","23.52","16.72","2564.0","6.1","3.42","2.43","42369.0","56.53","40.18"
"115","2004","7","Maharashtra","Amarawati","19398.0","53.6","25.8","18.1","13816.0","38.1","18.37","12.89","3007.0","8.3","4.0","2.81","36221.0","48.17","33.8"
"115","2005","7","Maharashtra","Amarawati","19873.0","51.5","26.43","25.17","13026.0","33.8","17.32","16.5","5673.0","14.7","7.54","7.19","38572.0","51.3","48.86"
"115","2006","7","Maharashtra","Amarawati","22663.0","51.2","30.14","20.74","15212.0","34.4","20.23","13.92","6347.0","14.4","8.44","5.81","44222.0","58.81","40.47"
"115","2007","7","Maharashtra","Amarawati","30130.0","55.8","40.05","27.1","16548.0","30.7","22.0","14.89","7301.0","13.5","9.7","6.57","53979.0","71.75","48.56"
"115","2008","7","Maharashtra","Amarawati","32612.0","44.3","43.35","29.34","28361.0","38.5","37.7","25.51","12630.0","17.2","16.79","11.36","73603.0","97.84","66.21"
"115","2009","7","Maharashtra","Amarawati","38636.0","48.1","51.38","39.26","28853.0","35.9","38.37","29.32","12798.0","15.9","17.02","13.0","80287.0","106.78","81.58"
"115","2010","7","Maharashtra","Amarawati","37910.0","47.4","50.48","42.53","31649.0","39.6","42.14","35.51","10397.0","13.0","13.84","11.66","79956.0","106.47","89.71"
"115","2011","7","Maharashtra","Amarawati","39438.0","46.8","52.51","51.74","32650.0","38.8","43.48","42.83","12101.0","14.4","16.11","15.87","84189.0","112.1","110.44"
"115","2012","7","Maharashtra","Amarawati","37984.0","52.7","50.58","38.59","25241.0","35.0","33.61","25.65","8855.0","12.3","11.79","9.0","72080.0","95.98","73.24"
"115","2013","7","Maharashtra","Amarawati","37973.0","52.2","50.54","38.58","24615.0","33.9","32.76","25.01","10093.0","13.9","13.43","10.26","72681.0","96.73","73.85"
"115","2014","7","Maharashtra","Amarawati","37393.0","49.6","49.76","38.0","23701.0","31.4","31.54","24.09","14274.0","18.9","19.0","14.51","75368.0","100.3","76.59"
"115","2015","7","Maharashtra","Amarawati","41776.0","47.7","55.63","42.46","31873.0","36.4","42.44","32.4","13922.0","15.9","18.54","14.15","87571.0","116.61","89.01"
"115","2016","7","Maharashtra","Amarawati","33341.0","49.8","44.4","33.89","22777.0","34.0","30.33","23.15","10833.0","16.2","14.42","11.01","66951.0","89.15","68.05"
"115","2017","7","Maharashtra","Amarawati","35041.0","47.3","46.76","35.68","25616.0","34.6","34.19","26.08","13467.0","18.2","17.97","13.71","74124.0","98.92","75.48"
"116","1990","7","Maharashtra","Yeotmal","21118.0","59.1","24.84","22.85","9407.0","26.3","11.06","10.18","5188.0","14.5","6.1","5.61","35713.0","42.01","38.64"
"116","1991","7","Maharashtra","Yeotmal","23499.0","57.6","27.66","25.97","10804.0","26.5","12.72","11.94","6477.0","15.9","7.62","7.16","40780.0","47.99","45.07"
"116","1992","7","Maharashtra","Yeotmal","28195.0","68.1","32.81","30.02","9158.0","22.1","10.66","9.75","4065.0","9.8","4.73","4.33","41418.0","48.19","44.1"
"116","1993","7","Maharashtra","Yeotmal","24365.0","72.7","28.4","26.01","6627.0","19.8","7.72","7.07","2538.0","7.6","2.96","2.71","33530.0","39.08","35.79"
"116","1994","7","Maharashtra","Yeotmal","30451.0","66.7","35.8","32.12","10636.0","23.3","12.5","11.22","4552.0","10.0","5.35","4.8","45639.0","53.65","48.15"
"116","1995","7","Maharashtra","Yeotmal","31079.0","65.2","36.56","32.38","10995.0","23.1","12.93","11.46","5589.0","11.7","6.57","5.82","47663.0","56.07","49.66"
"116","1996","7","Maharashtra","Yeotmal","30232.0","66.7","35.51","31.12","11097.0","24.5","13.03","11.42","3983.0","8.8","4.68","4.1","45312.0","53.22","46.64"
"116","1997","7","Maharashtra","Yeotmal","33669.0","60.4","40.55","34.37","17994.0","32.3","21.67","18.37","4040.0","7.3","4.87","4.12","55703.0","67.09","56.87"
"116","1998","7","Maharashtra","Yeotmal","35218.0","64.3","43.02","35.9","15030.0","27.5","18.36","15.32","4485.0","8.2","5.48","4.57","54733.0","66.86","55.79"
"116","1999","7","Maharashtra","Yeotmal","39401.0","61.0","49.07","40.83","18479.0","28.6","23.01","19.15","6745.0","10.4","8.4","6.99","64625.0","80.48","66.98"
"116","2000","7","Maharashtra","Yeotmal","35356.0","56.9","41.7","36.21","19281.0","31.0","22.74","19.75","7536.0","12.1","8.89","7.72","62173.0","73.33","63.67"
"116","2001","7","Maharashtra","Yeotmal","35525.0","58.0","41.85","36.35","18382.0","30.0","21.66","18.81","7359.0","12.0","8.67","7.53","61266.0","72.18","62.68"
"116","2002","7","Maharashtra","Yeotmal","34643.0","57.1","40.77","35.41","19497.0","32.1","22.95","19.93","6541.0","10.8","7.7","6.69","60681.0","71.41","62.03"
"116","2003","7","Maharashtra","Yeotmal","31855.0","57.7","37.5","32.57","18499.0","33.5","21.78","18.92","4861.0","8.8","5.72","4.97","55215.0","65.0","56.46"
"116","2004","7","Maharashtra","Yeotmal","29283.0","52.5","34.55","30.0","21220.0","38.1","25.04","21.74","5239.0","9.4","6.18","5.37","55742.0","65.76","57.1"
"116","2005","7","Maharashtra","Yeotmal","34934.0","53.1","41.22","39.37","23835.0","36.2","28.12","26.86","6991.0","10.6","8.25","7.88","65760.0","77.58","74.1"
"116","2006","7","Maharashtra","Yeotmal","40202.0","50.9","47.43","41.14","30636.0","38.8","36.14","31.35","8190.0","10.4","9.66","8.38","79028.0","93.24","80.87"
"116","2007","7","Maharashtra","Yeotmal","47047.0","56.6","55.55","48.18","26697.0","32.1","31.52","27.34","9371.0","11.3","11.07","9.6","83115.0","98.14","85.12"
"116","2008","7","Maharashtra","Yeotmal","44865.0","56.8","53.01","45.95","22335.0","28.3","26.39","22.87","11808.0","14.9","13.95","12.09","79008.0","93.36","80.92"
"116","2009","7","Maharashtra","Yeotmal","40899.0","43.9","48.41","41.89","34859.0","37.4","41.26","35.7","17414.0","18.7","20.61","17.83","93172.0","110.28","95.42"
"116","2010","7","Maharashtra","Yeotmal","59829.0","49.0","70.87","60.74","40399.0","33.1","47.85","41.01","21761.0","17.8","25.78","22.09","121989.0","144.5","123.85"
"116","2011","7","Maharashtra","Yeotmal","64375.0","54.2","75.67","67.02","39960.0","33.6","46.97","41.6","14493.0","12.2","17.04","15.09","118828.0","139.68","123.71"
"116","2012","7","Maharashtra","Yeotmal","60352.0","53.8","70.94","60.81","36458.0","32.5","42.86","36.73","15462.0","13.8","18.18","15.58","112272.0","131.98","113.12"
"116","2013","7","Maharashtra","Yeotmal","58374.0","59.8","68.3","58.58","27815.0","28.5","32.54","27.91","11402.0","11.7","13.34","11.44","97591.0","114.18","97.93"
"116","2014","7","Maharashtra","Yeotmal","65971.0","55.1","77.19","66.1","34086.0","28.5","39.88","34.15","19632.0","16.4","22.97","19.67","119689.0","140.04","119.93"
"116","2015","7","Maharashtra","Yeotmal","67991.0","55.7","79.55","68.5","37456.0","30.7","43.82","37.74","16637.0","13.6","19.47","16.76","122084.0","142.84","122.99"
"116","2016","7","Maharashtra","Yeotmal","59373.0","57.6","69.47","59.82","26974.0","26.2","31.56","27.18","16697.0","16.2","19.54","16.82","103045.0","120.56","103.81"
"116","2017","7","Maharashtra","Yeotmal","48715.0","48.9","57.0","49.08","32201.0","32.3","37.68","32.44","18677.0","18.8","21.85","18.82","99593.0","116.52","100.34"
"117","1990","7","Maharashtra","Wardha","19422.0","60.6","49.74","47.06","7801.0","24.3","19.98","18.9","4834.0","15.1","12.38","11.71","32057.0","82.09","77.68"
"117","1991","7","Maharashtra","Wardha","15258.0","58.6","39.56","38.59","7042.0","27.0","18.26","17.81","3751.0","14.4","9.73","9.49","26051.0","67.54","65.89"
"117","1992","7","Maharashtra","Wardha","19295.0","58.9","49.87","48.64","10850.0","33.1","28.04","27.35","2627.0","8.0","6.79","6.62","32772.0","84.7","82.61"
"117","1993","7","Maharashtra","Wardha","12376.0","52.6","32.48","31.65","6094.0","25.9","15.99","15.59","5054.0","21.5","13.27","12.93","23524.0","61.74","60.16"
"117","1994","7","Maharashtra","Wardha","17153.0","67.6","45.97","44.41","5956.0","23.5","15.96","15.42","2281.0","9.0","6.11","5.91","25390.0","68.05","65.74"
"117","1995","7","Maharashtra","Wardha","15530.0","61.8","41.86","40.42","6365.0","25.3","17.16","16.57","3232.0","12.9","8.71","8.41","25127.0","67.73","65.4"
"117","1996","7","Maharashtra","Wardha","21159.0","77.2","57.02","54.96","5337.0","19.5","14.38","13.86","928.0","3.4","2.5","2.41","27424.0","73.9","71.23"
"117","1997","7","Maharashtra","Wardha","15808.0","56.7","41.19","36.47","4573.0","16.4","11.92","10.55","7479.0","26.8","19.49","17.25","27860.0","72.59","64.27"
"117","1998","7","Maharashtra","Wardha","20005.0","65.8","55.03","44.1","6967.0","22.9","19.17","15.36","3433.0","11.3","9.44","7.57","30405.0","83.65","67.03"
"117","1999","7","Maharashtra","Wardha","22411.0","65.7","62.08","50.22","8611.0","25.3","23.85","19.29","3074.0","9.0","8.52","6.89","34096.0","94.45","76.4"
"117","2000","7","Maharashtra","Wardha","18870.0","56.7","51.57","49.13","9446.0","28.4","25.82","24.59","4967.0","14.9","13.57","12.93","33283.0","90.96","86.65"
"117","2001","7","Maharashtra","Wardha","18420.0","56.1","50.42","47.96","8484.0","25.8","23.22","22.09","5957.0","18.1","16.31","15.51","32861.0","89.96","85.55"
"117","2002","7","Maharashtra","Wardha","12104.0","47.0","33.13","31.51","8595.0","33.4","23.53","22.38","5068.0","19.7","13.87","13.19","25767.0","70.54","67.08"
"117","2003","7","Maharashtra","Wardha","12582.0","60.0","34.37","32.58","4616.0","22.0","12.61","11.95","3784.0","18.0","10.34","9.8","20982.0","57.31","54.33"
"117","2004","7","Maharashtra","Wardha","13234.0","55.4","36.31","34.39","6464.0","27.0","17.73","16.8","4204.0","17.6","11.53","10.93","23902.0","65.57","62.12"
"117","2005","7","Maharashtra","Wardha","14774.0","50.1","40.53","34.06","8199.0","27.8","22.49","18.9","6502.0","22.1","17.84","14.99","29475.0","80.86","67.95"
"117","2006","7","Maharashtra","Wardha","16852.0","49.2","46.12","43.34","10054.0","29.4","27.52","25.86","7341.0","21.4","20.09","18.88","34247.0","93.72","88.08"
"117","2007","7","Maharashtra","Wardha","17739.0","50.9","48.67","45.47","10539.0","30.3","28.91","27.02","6558.0","18.8","17.99","16.81","34836.0","95.57","89.3"
"117","2008","7","Maharashtra","Wardha","25201.0","48.2","69.1","64.97","19070.0","36.5","52.29","49.16","7984.0","15.3","21.89","20.58","52255.0","143.28","134.71"
"117","2009","7","Maharashtra","Wardha","28109.0","43.6","77.2","61.25","24466.0","38.0","67.2","53.31","11822.0","18.4","32.47","25.76","64397.0","176.87","140.33"
"117","2010","7","Maharashtra","Wardha","34945.0","47.3","95.9","74.86","26326.0","35.7","72.24","56.4","12532.0","17.0","34.39","26.85","73803.0","202.53","158.1"
"117","2011","7","Maharashtra","Wardha","29767.0","47.3","81.69","62.23","24946.0","39.6","68.46","52.16","8214.0","13.1","22.54","17.17","62927.0","172.69","131.56"
"117","2012","7","Maharashtra","Wardha","30478.0","52.7","83.64","64.72","18236.0","31.6","50.04","38.73","9082.0","15.7","24.92","19.29","57796.0","158.61","122.74"
"117","2013","7","Maharashtra","Wardha","34333.0","53.7","94.63","73.17","19156.0","30.0","52.8","40.83","10433.0","16.3","28.76","22.24","63922.0","176.19","136.24"
"117","2014","7","Maharashtra","Wardha","36931.0","49.9","101.6","79.42","20366.0","27.5","56.03","43.8","16649.0","22.5","45.8","35.8","73946.0","203.43","159.02"
"117","2015","7","Maharashtra","Wardha","36791.0","48.4","101.24","79.55","26563.0","34.9","73.1","57.43","12702.0","16.7","34.95","27.46","76056.0","209.29","164.45"
"117","2016","7","Maharashtra","Wardha","40246.0","51.4","116.59","90.08","24255.0","31.0","70.26","54.29","13788.0","17.6","39.94","30.86","78289.0","226.79","175.22"
"117","2017","7","Maharashtra","Wardha","30404.0","44.8","88.36","67.9","21073.0","31.0","61.24","47.06","16426.0","24.2","47.74","36.68","67903.0","197.34","151.64"
"118","1990","7","Maharashtra","Nagpur","18370.0","51.8","33.87","29.72","13529.0","38.1","24.94","21.89","3595.0","10.1","6.63","5.82","35494.0","65.44","57.42"
"118","1991","7","Maharashtra","Nagpur","17339.0","49.4","31.59","29.94","14052.0","40.0","25.6","24.26","3722.0","10.6","6.78","6.43","35113.0","63.98","60.62"
"118","1992","7","Maharashtra","Nagpur","21098.0","64.5","38.1","35.96","9461.0","28.9","17.09","16.13","2163.0","6.6","3.91","3.69","32722.0","59.1","55.77"
"118","1993","7","Maharashtra","Nagpur","20883.0","67.8","37.69","35.41","8078.0","26.2","14.58","13.7","1859.0","6.0","3.36","3.15","30820.0","55.63","52.26"
"118","1994","7","Maharashtra","Nagpur","20996.0","62.4","38.06","35.59","11521.0","34.2","20.88","19.53","1147.0","3.4","2.08","1.94","33664.0","61.02","57.06"
"118","1995","7","Maharashtra","Nagpur","25301.0","69.2","45.76","42.74","9233.0","25.2","16.7","15.6","2033.0","5.6","3.68","3.43","36567.0","66.14","61.77"
"118","1996","7","Maharashtra","Nagpur","23840.0","64.4","43.24","40.41","11465.0","31.0","20.79","19.43","1692.0","4.6","3.07","2.87","36997.0","67.1","62.71"
"118","1997","7","Maharashtra","Nagpur","29082.0","54.2","53.88","40.79","21171.0","39.5","39.22","29.7","3380.0","6.3","6.26","4.74","53633.0","99.36","75.23"
"118","1998","7","Maharashtra","Nagpur","23747.0","62.9","44.46","34.9","13330.0","35.3","24.96","19.59","695.0","1.8","1.3","1.02","37772.0","70.72","55.51"
"118","1999","7","Maharashtra","Nagpur","26471.0","60.0","50.28","41.12","16586.0","37.6","31.5","25.77","1070.0","2.4","2.03","1.66","44127.0","83.81","68.55"
"118","2000","7","Maharashtra","Nagpur","24667.0","60.0","45.0","41.54","13975.0","34.0","25.49","23.53","2489.0","6.1","4.54","4.19","41131.0","75.03","69.27"
"118","2001","7","Maharashtra","Nagpur","23274.0","57.8","42.57","39.32","14044.0","34.9","25.69","23.73","2946.0","7.3","5.39","4.98","40264.0","73.65","68.03"
"118","2002","7","Maharashtra","Nagpur","30226.0","52.2","55.29","51.07","21379.0","36.9","39.11","36.12","6294.0","10.9","11.51","10.63","57899.0","105.91","97.82"
"118","2003","7","Maharashtra","Nagpur","27326.0","58.2","49.97","45.66","17223.0","36.7","31.49","28.78","2416.0","5.1","4.42","4.04","46965.0","85.87","78.47"
"118","2004","7","Maharashtra","Nagpur","24293.0","51.9","44.4","40.75","19301.0","41.2","35.28","32.38","3236.0","6.9","5.91","5.43","46830.0","85.6","78.56"
"118","2005","7","Maharashtra","Nagpur","26093.0","54.5","47.68","41.36","19404.0","40.5","35.45","30.76","2400.0","5.0","4.39","3.8","47897.0","87.52","75.92"
"118","2006","7","Maharashtra","Nagpur","29683.0","52.3","54.27","49.56","24328.0","42.8","44.48","40.62","2789.0","4.9","5.1","4.66","56800.0","103.84","94.84"
"118","2007","7","Maharashtra","Nagpur","30926.0","55.4","56.58","51.6","20900.0","37.4","38.24","34.87","4000.0","7.2","7.32","6.67","55826.0","102.13","93.15"
"118","2008","7","Maharashtra","Nagpur","30253.0","48.8","55.4","51.2","23760.0","38.4","43.51","40.21","7930.0","12.8","14.52","13.42","61943.0","113.43","104.83"
"118","2009","7","Maharashtra","Nagpur","37371.0","51.1","68.03","57.76","30062.0","41.1","54.73","46.46","5721.0","7.8","10.42","8.84","73154.0","133.18","113.07"
"118","2010","7","Maharashtra","Nagpur","41087.0","48.6","74.8","63.52","33023.0","39.0","60.12","51.06","10481.0","12.4","19.08","16.2","84591.0","154.0","130.78"
"118","2011","7","Maharashtra","Nagpur","41856.0","50.6","76.2","65.28","31855.0","38.5","57.99","49.68","9046.0","10.9","16.47","14.11","82757.0","150.66","129.07"
"118","2012","7","Maharashtra","Nagpur","41831.0","58.3","76.07","65.25","22939.0","31.9","41.71","35.78","7029.0","9.8","12.78","10.96","71799.0","130.57","111.99"
"118","2013","7","Maharashtra","Nagpur","42748.0","61.9","77.55","66.14","20062.0","29.1","36.4","31.04","6205.0","9.0","11.26","9.6","69015.0","125.21","106.78"
"118","2014","7","Maharashtra","Nagpur","44227.0","57.5","80.06","68.15","22985.0","29.9","41.61","35.42","9704.0","12.6","17.57","14.95","76916.0","139.24","118.51"
"118","2015","7","Maharashtra","Nagpur","52947.0","56.3","95.71","81.48","31892.0","33.9","57.65","49.08","9250.0","9.8","16.72","14.24","94089.0","170.08","144.8"
